"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"LTMIRUS","198613","10764","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","198713","11114","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","198813","11465","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","198913","11676","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","199013","11902","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","199113","12245","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","199213","12381","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","199313","12430","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","199413","12156","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","199513","12018","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","199613","11811","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","199713","12115","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","199813","12173","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","199913","11957","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","200013","11672","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","200113","11204","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","200213","11364","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","200313","11287","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","200413","11184","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","200513","10920","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","200613","10920","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","200713","14970","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","200813","15256","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","200913","15252","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","201013","15474","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","201113","12007","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","201213","11885","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","201313","11712","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","201413","12138","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","201513","11855","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","201613","11991","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","201713","11543","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","201813","11486","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","201913","11263","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTMIRUS","202013","11355","4","Light-Duty Vehicles, Long Wheelbase Mileage","Miles per Vehicle"
"LTFCRUS","194913","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","195013","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","195113","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","195213","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","195313","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","195413","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","195513","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","195613","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","195713","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","195813","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","195913","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","196013","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","196113","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","196213","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","196313","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","196413","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","196513","Not Available","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","196613","833","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","196713","801","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","196813","849","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","196913","851","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","197013","866","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","197113","888","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","197213","922","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","197313","931","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","197413","862","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","197513","934","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","197613","934","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","197713","947","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","197813","948","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","197913","905","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","198013","854","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","198113","819","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","198213","762","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","198313","767","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","198413","797","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","198513","735","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","198613","738","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","198713","744","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","198813","745","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","198913","724","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","199013","738","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","199113","721","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","199213","717","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","199313","714","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","199413","701","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","199513","694","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","199613","685","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","199713","703","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","199813","707","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","199913","701","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","200013","669","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","200113","636","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","200213","650","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","200313","697","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","200413","690","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","200513","617","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","200613","612","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","200713","877","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","200813","880","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","200913","882","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","201013","901","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","201113","702","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","201213","694","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","201313","683","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","201413","710","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","201513","684","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","201613","689","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","201713","659","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","201813","643","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","201913","640","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFCRUS","202013","625","5","Light-Duty Vehicles, Long Wheelbase Fuel Consumption","Gallons per Vehicle"
"LTFRRUS","194913","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","195013","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","195113","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","195213","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","195313","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","195413","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","195513","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","195613","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","195713","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","195813","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","195913","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","196013","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","196113","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","196213","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","196313","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","196413","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","196513","Not Available","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","196613","9.7","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","196713","9.8","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","196813","9.9","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","196913","9.8","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","197013","10","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","197113","10.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","197213","10.3","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","197313","10.5","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","197413","11","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","197513","10.5","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","197613","10.8","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","197713","11.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","197813","11.6","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","197913","11.9","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","198013","12.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","198113","12.5","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","198213","13.5","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","198313","13.7","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","198413","14","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","198513","14.3","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","198613","14.6","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","198713","14.9","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","198813","15.4","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","198913","16.1","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","199013","16.1","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","199113","17","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","199213","17.3","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","199313","17.4","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","199413","17.3","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","199513","17.3","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","199613","17.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","199713","17.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","199813","17.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","199913","17","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","200013","17.4","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","200113","17.6","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","200213","17.5","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","200313","16.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","200413","16.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","200513","17.7","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","200613","17.8","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","200713","17.1","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","200813","17.3","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","200913","17.3","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","201013","17.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","201113","17.1","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","201213","17.1","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","201313","17.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","201413","17.1","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","201513","17.3","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","201613","17.4","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","201713","17.5","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","201813","17.9","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","201913","17.6","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"LTFRRUS","202013","18.2","6","Light-Duty Vehicles, Long Wheelbase Fuel Economy","Miles per Gallon"
"TRMIRUS","194913","9712","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","195013","10316","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","195113","10545","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","195213","10769","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","195313","10963","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","195413","10682","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","195513","10576","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","195613","10511","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","195713","10774","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","195813","10768","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","195913","10702","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","196013","10693","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","196113","10537","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","196213","10554","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","196313","10395","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","196413","10408","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","196513","10851","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","196613","12537","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","196713","12789","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","196813","12402","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","196913","13484","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","197013","13565","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","197113","14117","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","197213","14780","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","197313","15370","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","197413","14995","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","197513","15167","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","197613","15438","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","197713","16700","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","197813","18045","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","197913","18502","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","198013","18736","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","198113","19016","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","198213","19931","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","198313","21083","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","198413","22550","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","198513","20597","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","198613","22143","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","198713","23349","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","198813","22485","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","198913","22926","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","199013","23603","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","199113","24229","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","199213","25373","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","199313","26262","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","199413","25838","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","199513","26514","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","199613","26092","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","199713","27032","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","199813","25397","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","199913","26014","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","200013","25617","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","200113","26602","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","200213","27071","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","200313","28093","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","200413","27023","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","200513","26235","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","200613","25231","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","200713","28290","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","200813","28573","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","200913","26274","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","201013","26604","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","201113","26054","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","201213","25255","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","201313","25951","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","201413","25594","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","201513","24979","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","201613","25037","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","201713","24335","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","201813","23037","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","201913","22930","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRMIRUS","202013","22415","7","Heavy-Duty Trucks Mileage","Miles per Vehicle"
"TRFCRUS","194913","1080","8","Heavy-Duty Trucks Fuel Consumption","Gallons per Vehicle"
"TRFCRUS","195013","1229","8","Heavy-Duty Trucks Fuel Consumption","Gallons per Vehicle"
"TRFCRUS","195113","1242","8","Heavy-Duty Trucks Fuel Consumption","Gallons per Vehicle"
